cancer,edin,p50,is_tumor
PRAD,0.08,0.0857,False
READ,0.02,0.0679,True
SARC,0.04,0.0909,True
SKCM,0.01,0.0500,True
STAD,0.04,0.0357,True
STAD,0.03,0.0714,False
TGCT,0.03,0.0500,True
THCA,0.01,0.0769,True
THYM,0.02,0.0498,True
UCEC,0.03,0.0658,True
UCS,0.07,0.0667,True
STAD,0.0,0.1000,True
ESCA,0.01,0.2000,True
ESCA,0.01,0.1818,True
STAD,0.01,0.0871,True
STAD,0.0,0.1000,True
OV,0.01,0.1250,True
STAD,0.01,0.1800,True
STAD,0.01,0.1667,True
ESCA,0.01,0.0769,True
LAML,0.01,0.0625,True
ESCA,0.01,0.0769,True
ESCA,0.01,0.0769,True
ESCA,0.01,0.2000,True
ESCA,0.01,0.1429,True
LAML,0.01,0.1818,True
ESCA,0.01,0.3077,True
STAD,0.0,0.1176,True
ESCA,0.01,0.2000,True
ESCA,0.01,0.1667,True
LAML,0.01,0.2000,True
LAML,0.01,0.2500,True
BRCA,0.0,0.6000,True
ESCA,0.01,0.1818,True
STAD,0.0,0.0909,True
ESCA,0.01,0.1000,True
STAD,0.0,0.2667,True
STAD,0.0,0.0769,True
STAD,0.0,0.3333,True
ESCA,0.01,0.1857,True
STAD,0.0,0.0952,True
ESCA,0.01,0.0714,True
STAD,0.0,0.1000,True
ESCA,0.02,0.4833,True
LAML,0.01,0.1357,True
STAD,0.0,0.1818,True
STAD,0.03,0.1429,False
ESCA,0.09,0.1538,False
STAD,0.0,0.3636,True
STAD,0.0,0.8182,True
OV,0.0,0.1000,True
ESCA,0.01,0.1625,True
OV,0.0,0.1000,True
STAD,0.01,0.1493,True
ESCA,0.01,0.1538,True
STAD,0.0,0.3077,True
ESCA,0.01,0.1288,True
STAD,0.01,0.1294,True
ESCA,0.02,0.0833,True
OV,0.0,0.1228,True
STAD,0.01,0.3333,True
ESCA,0.03,0.2000,True
OV,0.01,0.1667,True
STAD,0.03,0.2334,True
ESCA,0.01,0.1818,True
ESCA,0.09,0.1667,False
STAD,0.01,0.3250,True
OV,0.0,0.0833,True
STAD,0.0,0.0833,True
ESCA,0.01,0.1667,True
OV,0.0,0.2727,True
STAD,0.01,0.1660,True
UCEC,0.0,0.2778,True
ESCA,0.09,0.0714,False
ESCA,0.09,0.0667,False
STAD,0.0,0.1000,True
STAD,0.0,0.1250,True
ESCA,0.01,0.5000,True
ESCA,0.09,0.0833,False
LAML,0.01,0.3333,True
STAD,0.02,0.2829,True
UCEC,0.0,0.2500,True
STAD,0.01,0.2000,True
ESCA,0.01,0.4167,True
ESCA,0.09,0.1000,False
STAD,0.01,0.1000,True
STAD,0.01,0.0769,True
STAD,0.01,0.3333,True
OV,0.0,0.0667,True
ESCA,0.01,0.1121,True
ESCA,0.09,0.0833,False
OV,0.0,0.8182,True
ESCA,0.01,0.1313,True
STAD,0.0,0.1000,True
ESCA,0.09,0.0833,False
LIHC,0.0,0.6842,True
ESCA,0.01,0.1667,True
ESCA,0.02,0.3571,True
OV,0.0,0.2308,True
STAD,0.01,0.2000,True
ESCA,0.01,0.0909,True
OV,0.0,0.2500,True
STAD,0.0,0.0833,True
ESCA,0.01,0.5000,True
STAD,0.0,0.3000,True
ESCA,0.01,0.3000,True
OV,0.0,0.1000,True
ESCA,0.01,0.2000,True
OV,0.01,0.0955,True
OV,0.0,0.0909,True
ESCA,0.01,0.1818,True
STAD,0.01,0.2667,True
STAD,0.0,0.1818,True
ESCA,0.01,0.1000,True
ESCA,0.09,0.1000,False
STAD,0.0,0.2000,True
ESCA,0.01,0.1818,True
STAD,0.0,0.1000,True
ESCA,0.01,0.1818,True
OV,0.0,0.2000,True
ESCA,0.01,0.1667,True
OV,0.0,0.2000,True
ESCA,0.02,0.3636,True
STAD,0.01,0.1538,True
STAD,0.0,0.0833,True
OV,0.01,0.0955,True
STAD,0.01,0.1429,True
STAD,0.01,0.1883,True
ESCA,0.01,0.1000,True
KIRP,0.0,0.8571,True
OV,0.0,0.2727,True
ESCA,0.01,0.9000,True
ESCA,0.09,0.1818,False
STAD,0.0,0.3636,True
OV,0.0,0.5000,True
OV,0.0,0.3000,True
BRCA,0.0,0.1000,True
OV,0.01,0.2000,True
STAD,0.0,0.0833,True
OV,0.0,0.1818,True
OV,0.0,0.1000,True
ESCA,0.01,0.1000,True
OV,0.0,0.2727,True
BRCA,0.0,0.1121,True
COAD,0.0,0.0769,True
ESCA,0.01,0.0568,True
KIRC,0.0,0.0667,True
LAML,0.01,0.0769,True
LUAD,0.0,0.0833,True
SKCM,0.0,0.1818,True
STAD,0.0,0.1000,True
ESCA,0.01,0.0714,True
LAML,0.01,0.1634,True
LUAD,0.0,0.0871,True
OV,0.01,0.0955,True
STAD,0.0,0.1818,True
LUAD,0.0,0.0833,True
BRCA,0.0,0.1326,True
ESCA,0.01,0.0720,True
LAML,0.01,0.0588,True
LUAD,0.0,0.1288,True
SKCM,0.0,0.0909,True
STAD,0.01,0.2429,True
OV,0.0,0.0769,True
UCEC,0.0,0.0909,True
BRCA,0.0,0.7750,True
ESCA,0.04,0.6571,True
ESCA,0.09,0.3000,False
LAML,0.08,0.5917,True
LUAD,0.0,0.2727,True
OV,0.01,0.5728,True
STAD,0.03,0.6000,True
STAD,0.03,1.0000,False
ESCA,0.04,0.1818,True
ESCA,0.09,0.1667,False
LAML,0.05,0.2518,True
LUAD,0.0,0.1818,True
OV,0.01,0.2500,True
STAD,0.02,0.2197,True
ESCA,0.01,0.1333,True
ESCA,0.03,0.0839,True
LAML,0.07,0.1000,True
OV,0.0,0.1250,True
STAD,0.0,0.2500,True
COAD,0.0,0.2667,True
ESCA,0.01,0.0644,True
ESCA,0.09,0.0625,False
OV,0.0,0.0909,True
UCEC,0.0,0.0769,True
ESCA,0.01,0.0769,True
LAML,0.03,0.1000,True
STAD,0.01,0.1000,True
BRCA,0.0,0.0909,True
ESCA,0.07,0.1818,True
ESCA,0.27,0.1667,False
LAML,0.03,0.2000,True
LUAD,0.0,0.1818,True
OV,0.0,0.4000,True
STAD,0.02,0.1409,True
UCEC,0.0,0.0909,True
ESCA,0.01,0.0750,True
LAML,0.01,0.3000,True
STAD,0.01,0.1000,True
KIRC,0.0,0.5714,True
OV,0.01,0.0742,True
PRAD,0.0,0.3636,True
STAD,0.01,0.0651,True
STAD,0.01,0.0812,True
ESCA,0.09,0.1000,False
OV,0.02,0.1000,True
STAD,0.02,0.0833,True
ESCA,0.06,0.0909,True
KIRC,0.0,0.0909,True
OV,0.01,0.1000,True
PRAD,0.0,0.0714,True
STAD,0.05,0.0883,True
UCEC,0.0,0.3636,True
BRCA,0.0,0.0556,True
ESCA,0.09,0.0909,True
ESCA,0.09,0.1173,False
KIRC,0.0,0.2105,True
OV,0.02,0.1053,True
STAD,0.07,0.0833,True
STAD,0.0,0.1429,True
BRCA,0.0,0.0588,True
COAD,0.0,0.0909,True
ESCA,0.19,0.1319,True
ESCA,0.09,0.1538,False
LAML,0.01,0.0789,True
LUAD,0.02,0.1818,False
OV,0.03,0.1290,True
PRAD,0.0,0.2308,True
STAD,0.15,0.1472,True
STAD,0.03,0.0667,False
OV,0.0,0.0833,True
STAD,0.02,0.0861,True
ESCA,0.01,0.0667,True
LGG,0.0,0.1538,True
OV,0.0,0.0909,True
STAD,0.01,0.0625,True
ESCA,0.1,0.1429,True
ESCA,0.09,0.1429,False
LAML,0.03,0.1622,True
LGG,0.0,0.5000,True
OV,0.02,0.1579,True
PRAD,0.0,0.1429,True
STAD,0.09,0.1818,True
BRCA,0.0,0.1818,True
ESCA,0.08,0.0909,True
ESCA,0.09,0.1579,False
LAML,0.01,0.1000,True
LGG,0.0,0.3333,True
OV,0.03,0.1088,True
PRAD,0.0,0.3572,True
STAD,0.06,0.1667,True
UCEC,0.0,0.0909,True
DLBC,0.02,0.3939,True
ESCA,0.2,0.4391,True
ESCA,0.18,0.2893,False
LAML,0.03,0.3479,True
LGG,0.0,1.0000,True
OV,0.05,0.5228,True
PRAD,0.0,0.6429,True
STAD,0.11,0.5278,True
UCEC,0.0,0.4500,True
DLBC,0.02,0.3939,True
ESCA,0.2,0.4286,True
ESCA,0.27,0.3750,False
LAML,0.03,0.5000,True
LGG,0.0,1.0000,True
OV,0.05,0.5798,True
PRAD,0.0,0.6648,True
STAD,0.11,0.5455,True
UCEC,0.0,0.0556,True
DLBC,0.02,0.3333,True
ESCA,0.12,0.1277,True
ESCA,0.18,0.2945,False
LAML,0.03,0.0820,True
LGG,0.0,0.4375,True
OV,0.03,0.1000,True
PRAD,0.0,0.3365,True
STAD,0.07,0.2164,True
UCEC,0.0,0.4000,True
BLCA,0.0,0.1000,True
DLBC,0.02,0.1250,True
ESCA,0.13,0.2143,True
ESCA,0.18,0.1777,False
LAML,0.05,0.2000,True
LGG,0.0,0.4615,True
OV,0.03,0.1875,True
PRAD,0.0,0.1437,True
STAD,0.08,0.1429,True
UCEC,0.0,0.1182,True
ESCA,0.08,0.1667,True
ESCA,0.09,0.0769,False
LAML,0.03,0.1333,True
LGG,0.0,0.1818,True
OV,0.03,0.0955,True
PRAD,0.0,0.4853,True
STAD,0.04,0.1603,True
DLBC,0.02,0.0833,True
ESCA,0.08,0.1786,True
ESCA,0.09,0.2308,False
LAML,0.03,0.1667,True
LGG,0.0,0.7000,True
OV,0.03,0.2063,True
PRAD,0.0,0.5684,True
STAD,0.05,0.2265,True
ESCA,0.01,0.0526,True
LAML,0.01,0.1250,True
ESCA,0.02,0.0917,True
ESCA,0.09,0.0909,False
OV,0.01,0.2105,True
STAD,0.03,0.1333,True
ESCA,0.08,0.1818,True
ESCA,0.09,0.2143,False
LAML,0.01,0.4118,True
OV,0.03,0.2857,True
PRAD,0.0,0.1429,True
STAD,0.03,0.2500,True
STAD,0.01,0.2078,True
ESCA,0.01,0.1244,True
OV,0.01,0.1303,True
STAD,0.01,0.0788,True
ESCA,0.02,0.1504,True
STAD,0.01,0.0769,True
ESCA,0.01,0.0806,True
LAML,0.01,0.0917,True
OV,0.01,0.1609,True
STAD,0.01,0.1538,True
ESCA,0.01,0.2000,True
ESCA,0.09,0.1111,False
LAML,0.01,0.1000,True
STAD,0.01,0.2634,True
ESCA,0.01,0.3333,True
OV,0.0,0.1000,True
STAD,0.02,0.1000,True
ESCA,0.03,0.1000,True
ESCA,0.09,0.1875,False
LAML,0.01,0.1000,True
OV,0.01,0.1476,True
STAD,0.02,0.2143,True
ESCA,0.01,0.0812,True
STAD,0.01,0.1609,True
ESCA,0.03,0.1429,True
LAML,0.01,0.1000,True
OV,0.01,0.2053,True
STAD,0.01,0.1429,True
ESCA,0.01,0.1000,True
STAD,0.0,0.0909,True
ESCA,0.01,0.2272,True
ESCA,0.09,0.0714,False
LAML,0.01,0.1250,True
PRAD,0.0,0.1429,True
STAD,0.01,0.1409,True
ESCA,0.01,0.3682,True
ESCA,0.09,0.0769,False
LAML,0.01,0.1750,True
OV,0.01,0.1806,True
PRAD,0.0,0.1429,True
STAD,0.01,0.3000,True
STAD,0.0,0.2000,True
STAD,0.0,0.0714,True
ESCA,0.01,0.1667,True
ESCA,0.01,0.0812,True
LAML,0.01,0.0812,True
ESCA,0.01,0.0909,True
LAML,0.01,0.0871,True
STAD,0.0,0.1000,True
ESCA,0.01,0.0952,True
ESCA,0.01,0.1909,True
ESCA,0.02,0.9000,True
ESCA,0.09,0.1667,False
OV,0.0,0.4000,True
STAD,0.01,0.2576,True
ESCA,0.02,0.2857,True
ESCA,0.09,0.1053,False
STAD,0.01,0.0909,True
ESCA,0.09,0.0526,False
STAD,0.0,0.0714,True
ESCA,0.01,0.1000,True
STAD,0.01,0.1250,True
ESCA,0.05,0.1553,True
ESCA,0.09,0.0909,False
OV,0.01,0.2500,True
STAD,0.02,0.1875,True
ESCA,0.02,0.0870,True
LAML,0.01,0.0909,True
STAD,0.02,0.2500,True
ESCA,0.02,0.2709,True
LAML,0.01,0.1000,True
STAD,0.03,0.5000,True
ESCA,0.02,0.3774,True
ESCA,0.09,0.3333,False
STAD,0.02,0.6154,True
ESCA,0.01,0.1000,True
LAML,0.01,0.1000,True
STAD,0.01,0.1739,True
ESCA,0.01,0.0955,True
LAML,0.03,0.0871,True
STAD,0.01,0.1600,True
ESCA,0.01,0.2000,True
LAML,0.02,0.0909,True
OV,0.01,0.2500,True
STAD,0.02,0.1000,True
STAD,0.03,0.1176,False
ESCA,0.01,0.0885,True
LAML,0.01,0.0857,True
STAD,0.02,0.1000,True
COAD,0.0,0.3750,True
ESCA,0.06,0.1334,True
ESCA,0.09,0.0833,False
LAML,0.05,0.2750,True
OV,0.01,0.2917,True
STAD,0.07,0.1953,True
STAD,0.03,0.2000,False
ESCA,0.01,0.0909,True
STAD,0.0,0.0909,True
STAD,0.01,0.1497,True
STAD,0.0,0.4545,True
